Category,Workplace,Location,Department,Type,City,Region,Country,Workplace_Standardized,Employment_Type,Department_Category,Category_Normalized,Country_Normalized,City_Normalized,Job_ID,Location_ID,Department_ID,Category_ID,Priority_Class,Geographic_Region,Demand_Score,Demand_Score_Normalized,Created_At,Data_Quality_Score,Is_Active,Job_Description
Software Developer,Sur cite,"Montréal, Québec, Canada",Technologie,Temps plein,Montréal,Québec,Canada,Unknown,Not Specified,Technology & Data,Software Developer,Canada,Montréal,JOB_000786,LOC_0141,DEPT_0239,CAT_004,Normal,North America,2,3.85,2026-02-23 17:13:21,100,True,"Design, develop, and maintain scalable software applications. Proficient in Python, Java, or JavaScript with experience in React, Node.js, REST APIs, Git, Docker, and Agile/Scrum methodologies. Work across the full software development lifecycle. This is an on-site Not Specified position."
Software Developer,On-site,"London, England, United Kingdom",Placement,Full time,London,England,United Kingdom,On-Site,Full-Time,Other,Software Developer,United Kingdom,London,JOB_000787,LOC_0117,DEPT_0179,CAT_004,Normal,Europe,52,100.0,2026-02-23 17:13:21,100,True,"Develop robust software applications using modern programming languages and frameworks. Follow best practices in code quality, testing, version control, and deployment. This is an on-site Full-Time position."
Software Developer,Hybrid,"Oulu, North Ostrobothnia, Finland",Software Engineering,Full time,Oulu,North Ostrobothnia,Finland,Hybrid,Full-Time,Technology & Data,Software Developer,Finland,Oulu,JOB_000788,LOC_0156,DEPT_0224,CAT_004,Normal-High,Other,1,1.92,2026-02-23 17:13:21,100,True,"Design, develop, and maintain scalable software applications. Proficient in Python, Java, or JavaScript with experience in React, Node.js, REST APIs, Git, Docker, and Agile/Scrum methodologies. Work across the full software development lifecycle. This is a hybrid Full-Time role with flexible work arrangements."
Software Developer,Remote,Brazil,Tech,Full time,Unknown,Unknown,Brazil,Remote,Full-Time,Technology & Data,Software Developer,Brazil,Unknown,JOB_000789,LOC_0215,DEPT_0236,CAT_004,Premium,Other,4,7.69,2026-02-23 17:13:21,100,True,"Design, develop, and maintain scalable software applications. Proficient in Python, Java, or JavaScript with experience in React, Node.js, REST APIs, Git, Docker, and Agile/Scrum methodologies. Work across the full software development lifecycle. This is a fully remote Full-Time position."
Software Developer,Remote,"London, England, United Kingdom",Engineering,Full time,London,England,United Kingdom,Remote,Full-Time,Other,Software Developer,United Kingdom,London,JOB_000790,LOC_0117,DEPT_0102,CAT_004,Normal-High,Europe,52,100.0,2026-02-23 17:13:21,100,True,"Develop robust software applications using modern programming languages and frameworks. Follow best practices in code quality, testing, version control, and deployment. This is a fully remote Full-Time position."
Software Developer,On-site,"Kent, Washington, United States",Engineering and Design,Full time,Kent,Washington,United States,On-Site,Full-Time,Other,Software Developer,United States,Kent,JOB_000791,LOC_0104,DEPT_0103,CAT_004,Normal,North America,1,1.92,2026-02-23 17:13:21,100,True,"Develop robust software applications using modern programming languages and frameworks. Follow best practices in code quality, testing, version control, and deployment. This is an on-site Full-Time position."
Software Developer,On-site,"Montreal, Quebec, Canada",Engineering,Full time,Montreal,Quebec,Canada,On-Site,Full-Time,Other,Software Developer,Canada,Montreal,JOB_000792,LOC_0140,DEPT_0102,CAT_004,Normal,North America,3,5.77,2026-02-23 17:13:21,100,True,"Develop robust software applications using modern programming languages and frameworks. Follow best practices in code quality, testing, version control, and deployment. This is an on-site Full-Time position."
Software Developer,On-site,"Austinmer, New South Wales, Australia",Trading,Full time,Austinmer,New South Wales,Australia,On-Site,Full-Time,Other,Software Developer,Australia,Austinmer,JOB_000794,LOC_0015,DEPT_0250,CAT_004,Normal,Asia Pacific,1,1.92,2026-02-23 17:13:21,100,True,"Develop robust software applications using modern programming languages and frameworks. Follow best practices in code quality, testing, version control, and deployment. This is an on-site Full-Time position."
Software Developer,Remote,"Lakewood, New Jersey, United States","Engineering, Software Development",Full time,Lakewood,New Jersey,United States,Remote,Full-Time,Technology & Data,Software Developer,United States,Lakewood,JOB_000795,LOC_0111,DEPT_0105,CAT_004,Premium,North America,2,3.85,2026-02-23 17:13:21,100,True,"Design, develop, and maintain scalable software applications. Proficient in Python, Java, or JavaScript with experience in React, Node.js, REST APIs, Git, Docker, and Agile/Scrum methodologies. Work across the full software development lifecycle. This is a fully remote Full-Time position."
Software Developer,Hybrid,"London, England, United Kingdom","Technology, Engineering, Software Engineering, Software Engineering",Full time,London,England,United Kingdom,Hybrid,Full-Time,Technology & Data,Software Developer,United Kingdom,London,JOB_000796,LOC_0117,DEPT_0246,CAT_004,Normal-High,Europe,52,100.0,2026-02-23 17:13:21,100,True,"Design, develop, and maintain scalable software applications. Proficient in Python, Java, or JavaScript with experience in React, Node.js, REST APIs, Git, Docker, and Agile/Scrum methodologies. Work across the full software development lifecycle. This is a hybrid Full-Time role with flexible work arrangements."
Software Developer,On-site,"Karachi, Sindh, Pakistan",Technology - dubizzle labs,Full time,Karachi,Sindh,Pakistan,On-Site,Full-Time,Technology & Data,Software Developer,Pakistan,Karachi,JOB_000797,LOC_0102,DEPT_0243,CAT_004,Normal,Asia Pacific,1,1.92,2026-02-23 17:13:21,100,True,"Design, develop, and maintain scalable software applications. Proficient in Python, Java, or JavaScript with experience in React, Node.js, REST APIs, Git, Docker, and Agile/Scrum methodologies. Work across the full software development lifecycle. This is an on-site Full-Time position."
Software Developer,On-site,"Tel Aviv, Tel Aviv District, Israel",Israel,Full time,Tel Aviv,Tel Aviv District,Israel,On-Site,Full-Time,Other,Software Developer,Israel,Tel Aviv,JOB_000807,LOC_0209,DEPT_0142,CAT_004,Normal,Other,1,1.92,2026-02-23 17:13:21,100,True,"Develop robust software applications using modern programming languages and frameworks. Follow best practices in code quality, testing, version control, and deployment. This is an on-site Full-Time position."
Software Developer,On-site,"New York, New York, United States",Infrastructure,Full time,New York,New York,United States,On-Site,Full-Time,Other,Software Developer,United States,New York,JOB_000808,LOC_0148,DEPT_0138,CAT_004,Normal,North America,19,36.54,2026-02-23 17:13:21,100,True,"Develop robust software applications using modern programming languages and frameworks. Follow best practices in code quality, testing, version control, and deployment. This is an on-site Full-Time position."
Software Developer,On-site,"Cairo, Cairo Governorate, Egypt",35,Not Specified,Cairo,Cairo Governorate,Egypt,On-Site,Not Specified,Other,Software Developer,Egypt,Cairo,JOB_000809,LOC_0042,DEPT_0005,CAT_004,Normal,Other,12,23.08,2026-02-23 17:13:21,100,True,"Develop robust software applications using modern programming languages and frameworks. Follow best practices in code quality, testing, version control, and deployment. This is an on-site Not Specified position."
Software Developer,On-site,"Tel Aviv-Yafo, Tel Aviv District, Israel",R&D,Full time,Tel Aviv-Yafo,Tel Aviv District,Israel,On-Site,Full-Time,Other,Software Developer,Israel,Tel Aviv-Yafo,JOB_000810,LOC_0210,DEPT_0204,CAT_004,Normal,Other,2,3.85,2026-02-23 17:13:21,100,True,"Develop robust software applications using modern programming languages and frameworks. Follow best practices in code quality, testing, version control, and deployment. This is an on-site Full-Time position."
Software Developer,Remote,"Ottawa, Ontario, Canada",Information Technology,Full time,Ottawa,Ontario,Canada,Remote,Full-Time,Technology & Data,Software Developer,Canada,Ottawa,JOB_000811,LOC_0155,DEPT_0137,CAT_004,Premium,North America,1,1.92,2026-02-23 17:13:21,100,True,"Design, develop, and maintain scalable software applications. Proficient in Python, Java, or JavaScript with experience in React, Node.js, REST APIs, Git, Docker, and Agile/Scrum methodologies. Work across the full software development lifecycle. This is a fully remote Full-Time position."
Software Developer,On-site,"Cairo, Cairo Governorate, Egypt",Software Development,Full time,Cairo,Cairo Governorate,Egypt,On-Site,Full-Time,Technology & Data,Software Developer,Egypt,Cairo,JOB_000812,LOC_0042,DEPT_0223,CAT_004,Normal,Other,12,23.08,2026-02-23 17:13:21,100,True,"Design, develop, and maintain scalable software applications. Proficient in Python, Java, or JavaScript with experience in React, Node.js, REST APIs, Git, Docker, and Agile/Scrum methodologies. Work across the full software development lifecycle. This is an on-site Full-Time position."
Software Developer,On-site,"İstanbul, İstanbul, Turkey",Development,Full time,İstanbul,İstanbul,Turkey,On-Site,Full-Time,Other,Software Developer,Turkey,İstanbul,JOB_000815,LOC_0256,DEPT_0091,CAT_004,Normal,Other,3,5.77,2026-02-23 17:13:21,100,True,"Develop robust software applications using modern programming languages and frameworks. Follow best practices in code quality, testing, version control, and deployment. This is an on-site Full-Time position."
Software Developer,Hybrid,"Shibuya, Tokyo, Japan",Engineering,Full time,Shibuya,Tokyo,Japan,Hybrid,Full-Time,Other,Software Developer,Japan,Shibuya,JOB_000825,LOC_0193,DEPT_0102,CAT_004,Normal-High,Asia Pacific,3,5.77,2026-02-23 17:13:21,100,True,"Develop robust software applications using modern programming languages and frameworks. Follow best practices in code quality, testing, version control, and deployment. This is a hybrid Full-Time role with flexible work arrangements."
Software Developer,Remote,"Texas, United States",Unspecified Department,Full time,Texas,Unknown,United States,Remote,Full-Time,Other,Software Developer,United States,Texas,JOB_000826,LOC_0211,DEPT_0257,CAT_004,Normal-High,North America,1,1.92,2026-02-23 17:13:21,100,True,"Develop robust software applications using modern programming languages and frameworks. Follow best practices in code quality, testing, version control, and deployment. This is a fully remote Full-Time position."
Software Developer,Remote,"Mandaluyong, Metro Manila, Philippines",IT Development,Full time,Mandaluyong,Metro Manila,Philippines,Remote,Full-Time,Technology & Data,Software Developer,Philippines,Mandaluyong,JOB_000827,LOC_0127,DEPT_0132,CAT_004,Premium,Asia Pacific,9,17.31,2026-02-23 17:13:21,100,True,"Design, develop, and maintain scalable software applications. Proficient in Python, Java, or JavaScript with experience in React, Node.js, REST APIs, Git, Docker, and Agile/Scrum methodologies. Work across the full software development lifecycle. This is a fully remote Full-Time position."
Software Developer,Hybrid,"Tehran, Tehran, Iran, Islamic Republic of",Engineering,Not Specified,Tehran,Tehran,Islamic Republic of,Hybrid,Not Specified,Other,Software Developer,Islamic Republic Of,Tehran,JOB_000828,LOC_0208,DEPT_0102,CAT_004,Normal,Other,2,3.85,2026-02-23 17:13:21,100,True,"Develop robust software applications using modern programming languages and frameworks. Follow best practices in code quality, testing, version control, and deployment. This is a hybrid Not Specified role with flexible work arrangements."
Software Developer,On-site,"Lagos, Lagos, Nigeria",Dancom Technologies Limited,Full time,Lagos,Lagos,Nigeria,On-Site,Full-Time,Technology & Data,Software Developer,Nigeria,Lagos,JOB_000831,LOC_0110,DEPT_0069,CAT_004,Normal,Middle East & Africa,10,19.23,2026-02-23 17:13:21,100,True,"Design, develop, and maintain scalable software applications. Proficient in Python, Java, or JavaScript with experience in React, Node.js, REST APIs, Git, Docker, and Agile/Scrum methodologies. Work across the full software development lifecycle. This is an on-site Full-Time position."
Software Developer,On-site,"Cape Town, Western Cape, South Africa",DevOps,Full time,Cape Town,Western Cape,South Africa,On-Site,Full-Time,Other,Software Developer,South Africa,Cape Town,JOB_000832,LOC_0047,DEPT_0089,CAT_004,Normal,Other,2,3.85,2026-02-23 17:13:21,100,True,"Develop robust software applications using modern programming languages and frameworks. Follow best practices in code quality, testing, version control, and deployment. This is an on-site Full-Time position."
Software Developer,On-site,"Wilayah Persekutuan, Kuala Lumpur, Malaysia",Engineering,Full time,Wilayah Persekutuan,Kuala Lumpur,Malaysia,On-Site,Full-Time,Other,Software Developer,Malaysia,Wilayah Persekutuan,JOB_000833,LOC_0251,DEPT_0102,CAT_004,Normal,Other,1,1.92,2026-02-23 17:13:21,100,True,"Develop robust software applications using modern programming languages and frameworks. Follow best practices in code quality, testing, version control, and deployment. This is an on-site Full-Time position."
Software Developer,Remote,"Athens, Attica, Greece",DELIV1,Full time,Athens,Attica,Greece,Remote,Full-Time,Other,Software Developer,Greece,Athens,JOB_000834,LOC_0011,DEPT_0066,CAT_004,Normal-High,Europe,16,30.77,2026-02-23 17:13:21,100,True,"Develop robust software applications using modern programming languages and frameworks. Follow best practices in code quality, testing, version control, and deployment. This is a fully remote Full-Time position."
Software Developer,On-site,"Suginami City, Tokyo, Japan",Game development,Full time,Suginami City,Tokyo,Japan,On-Site,Full-Time,Other,Software Developer,Japan,Suginami City,JOB_000845,LOC_0201,DEPT_0119,CAT_004,Normal,Asia Pacific,1,1.92,2026-02-23 17:13:21,100,True,"Develop robust software applications using modern programming languages and frameworks. Follow best practices in code quality, testing, version control, and deployment. This is an on-site Full-Time position."
Software Developer,Hybrid,"London, England, United Kingdom",Engineering,Not Specified,London,England,United Kingdom,Hybrid,Not Specified,Other,Software Developer,United Kingdom,London,JOB_000846,LOC_0117,DEPT_0102,CAT_004,Normal,Europe,52,100.0,2026-02-23 17:13:21,100,True,"Develop robust software applications using modern programming languages and frameworks. Follow best practices in code quality, testing, version control, and deployment. This is a hybrid Not Specified role with flexible work arrangements."
Software Developer,Remote,Uruguay,Engineering,Full time,Unknown,Unknown,Uruguay,Remote,Full-Time,Other,Software Developer,Uruguay,Unknown,JOB_000847,LOC_0236,DEPT_0102,CAT_004,Normal-High,Other,1,1.92,2026-02-23 17:13:21,100,True,"Develop robust software applications using modern programming languages and frameworks. Follow best practices in code quality, testing, version control, and deployment. This is a fully remote Full-Time position."
Software Developer,On-site,"Porto, Porto District, Portugal",Ryanair Labs Portugal,Not Specified,Porto,Porto District,Portugal,On-Site,Not Specified,Other,Software Developer,Portugal,Porto,JOB_000848,LOC_0171,DEPT_0215,CAT_004,Normal,Other,1,1.92,2026-02-23 17:13:21,100,True,"Develop robust software applications using modern programming languages and frameworks. Follow best practices in code quality, testing, version control, and deployment. This is an on-site Not Specified position."
Software Developer,Remote,"Johannesburg South, Gauteng, South Africa",DevOps,Full time,Johannesburg South,Gauteng,South Africa,Remote,Full-Time,Other,Software Developer,South Africa,Johannesburg South,JOB_000849,LOC_0100,DEPT_0089,CAT_004,Normal-High,Other,1,1.92,2026-02-23 17:13:21,100,True,"Develop robust software applications using modern programming languages and frameworks. Follow best practices in code quality, testing, version control, and deployment. This is a fully remote Full-Time position."
Software Developer,Remote,Ukraine,2023,Temporary,Unknown,Unknown,Ukraine,Remote,Not Specified,Other,Software Developer,Ukraine,Unknown,JOB_000851,LOC_0233,DEPT_0003,CAT_004,Normal,Other,1,1.92,2026-02-23 17:13:21,100,True,"Develop robust software applications using modern programming languages and frameworks. Follow best practices in code quality, testing, version control, and deployment. This is a fully remote Not Specified position."
Software Developer,Remote,"Indianapolis, Indiana, United States",Product & Engineering,Not Specified,Indianapolis,Indiana,United States,Remote,Not Specified,Other,Software Developer,United States,Indianapolis,JOB_000852,LOC_0092,DEPT_0188,CAT_004,Normal,North America,3,5.77,2026-02-23 17:13:21,100,True,"Develop robust software applications using modern programming languages and frameworks. Follow best practices in code quality, testing, version control, and deployment. This is a fully remote Not Specified position."
Software Developer,Remote,"Boston, Massachusetts, United States",Commercial,Full time,Boston,Massachusetts,United States,Remote,Full-Time,Other,Software Developer,United States,Boston,JOB_000853,LOC_0032,DEPT_0045,CAT_004,Normal-High,North America,7,13.46,2026-02-23 17:13:21,100,True,"Develop robust software applications using modern programming languages and frameworks. Follow best practices in code quality, testing, version control, and deployment. This is a fully remote Full-Time position."
Software Developer,On-site,"Chennai, Tamil Nadu, India",Engineering,Full time,Chennai,Tamil Nadu,India,On-Site,Full-Time,Other,Software Developer,India,Chennai,JOB_000854,LOC_0055,DEPT_0102,CAT_004,Normal,Asia Pacific,1,1.92,2026-02-23 17:13:21,100,True,"Develop robust software applications using modern programming languages and frameworks. Follow best practices in code quality, testing, version control, and deployment. This is an on-site Full-Time position."
Software Developer,Hybrid,"Mechelen, Flanders, Belgium",Product Development,Full time,Mechelen,Flanders,Belgium,Hybrid,Full-Time,Other,Software Developer,Belgium,Mechelen,JOB_000860,LOC_0130,DEPT_0194,CAT_004,Normal-High,Other,1,1.92,2026-02-23 17:13:21,100,True,"Develop robust software applications using modern programming languages and frameworks. Follow best practices in code quality, testing, version control, and deployment. This is a hybrid Full-Time role with flexible work arrangements."
Software Developer,Unknown,"Indianapolis, Indiana, United States",Product & Engineering,Not Specified,Indianapolis,Indiana,United States,Unknown,Not Specified,Other,Software Developer,United States,Indianapolis,JOB_000862,LOC_0092,DEPT_0188,CAT_004,Normal,North America,3,5.77,2026-02-23 17:13:21,100,True,"Develop robust software applications using modern programming languages and frameworks. Follow best practices in code quality, testing, version control, and deployment. This is an on-site Not Specified position."
Software Developer,Unknown,"Bulverde, Texas, United States",Engineering,Other,Bulverde,Texas,United States,Unknown,Not Specified,Other,Software Developer,United States,Bulverde,JOB_000865,LOC_0040,DEPT_0102,CAT_004,Normal,North America,4,7.69,2026-02-23 17:13:21,100,True,"Develop robust software applications using modern programming languages and frameworks. Follow best practices in code quality, testing, version control, and deployment. This is an on-site Not Specified position."
Software Developer,On-site,"Issaquah, Washington, United States",IT,Full time,Issaquah,Washington,United States,On-Site,Full-Time,Technology & Data,Software Developer,United States,Issaquah,JOB_000867,LOC_0095,DEPT_0131,CAT_004,Normal,North America,1,1.92,2026-02-23 17:13:21,100,True,"Design, develop, and maintain scalable software applications. Proficient in Python, Java, or JavaScript with experience in React, Node.js, REST APIs, Git, Docker, and Agile/Scrum methodologies. Work across the full software development lifecycle. This is an on-site Full-Time position."
Software Developer,On-site,"Riyadh, Riyadh Province, Saudi Arabia","Data Management, IT Governance",Full time,Riyadh,Riyadh Province,Saudi Arabia,On-Site,Full-Time,Technology & Data,Software Developer,Saudi Arabia,Riyadh,JOB_000868,LOC_0177,DEPT_0080,CAT_004,Normal,Other,10,19.23,2026-02-23 17:13:21,100,True,"Design, develop, and maintain scalable software applications. Proficient in Python, Java, or JavaScript with experience in React, Node.js, REST APIs, Git, Docker, and Agile/Scrum methodologies. Work across the full software development lifecycle. This is an on-site Full-Time position."
Software Developer,Remote,"New York, New York, United States",information Technology,Contract,New York,New York,United States,Remote,Contract,Technology & Data,Software Developer,United States,New York,JOB_000869,LOC_0148,DEPT_0263,CAT_004,Normal,North America,19,36.54,2026-02-23 17:13:21,100,True,"Design, develop, and maintain scalable software applications. Proficient in Python, Java, or JavaScript with experience in React, Node.js, REST APIs, Git, Docker, and Agile/Scrum methodologies. Work across the full software development lifecycle. This is a fully remote Contract position."
Software Developer,Remote,"Lagos, Lagos, Nigeria",Engineering,Full time,Lagos,Lagos,Nigeria,Remote,Full-Time,Other,Software Developer,Nigeria,Lagos,JOB_000870,LOC_0110,DEPT_0102,CAT_004,Normal-High,Middle East & Africa,10,19.23,2026-02-23 17:13:21,100,True,"Develop robust software applications using modern programming languages and frameworks. Follow best practices in code quality, testing, version control, and deployment. This is a fully remote Full-Time position."
Software Developer,Remote,"Cairo, Cairo Governorate, Egypt",Unspecified Department,Other,Cairo,Cairo Governorate,Egypt,Remote,Not Specified,Other,Software Developer,Egypt,Cairo,JOB_000871,LOC_0042,DEPT_0257,CAT_004,Normal,Other,12,23.08,2026-02-23 17:13:21,100,True,"Develop robust software applications using modern programming languages and frameworks. Follow best practices in code quality, testing, version control, and deployment. This is a fully remote Not Specified position."
Software Developer,Unknown,"Guadalajara, Jalisco, Mexico",Unspecified Department,Not Specified,Guadalajara,Jalisco,Mexico,Unknown,Not Specified,Other,Software Developer,Mexico,Guadalajara,JOB_000872,LOC_0082,DEPT_0257,CAT_004,Normal,North America,1,1.92,2026-02-23 17:13:21,100,True,"Develop robust software applications using modern programming languages and frameworks. Follow best practices in code quality, testing, version control, and deployment. This is an on-site Not Specified position."
Software Developer,On-site,"Wollongong, New South Wales, Australia",Trading,Full time,Wollongong,New South Wales,Australia,On-Site,Full-Time,Other,Software Developer,Australia,Wollongong,JOB_000873,LOC_0253,DEPT_0250,CAT_004,Normal,Asia Pacific,1,1.92,2026-02-23 17:13:21,100,True,"Develop robust software applications using modern programming languages and frameworks. Follow best practices in code quality, testing, version control, and deployment. This is an on-site Full-Time position."
Software Developer,Unknown,"London, England, United Kingdom","Technology, Engineering, Software Engineering, Software Engineering",Full time,London,England,United Kingdom,Unknown,Full-Time,Technology & Data,Software Developer,United Kingdom,London,JOB_000874,LOC_0117,DEPT_0246,CAT_004,Normal,Europe,52,100.0,2026-02-23 17:13:21,100,True,"Design, develop, and maintain scalable software applications. Proficient in Python, Java, or JavaScript with experience in React, Node.js, REST APIs, Git, Docker, and Agile/Scrum methodologies. Work across the full software development lifecycle. This is an on-site Full-Time position."
Software Developer,On-site,"Bulverde, Texas, United States",Engineering,Other,Bulverde,Texas,United States,On-Site,Not Specified,Other,Software Developer,United States,Bulverde,JOB_000875,LOC_0040,DEPT_0102,CAT_004,Normal,North America,4,7.69,2026-02-23 17:13:21,100,True,"Develop robust software applications using modern programming languages and frameworks. Follow best practices in code quality, testing, version control, and deployment. This is an on-site Not Specified position."
Software Developer,Remote,"New York, New York, United States",Unspecified Department,Contract,New York,New York,United States,Remote,Contract,Other,Software Developer,United States,New York,JOB_000879,LOC_0148,DEPT_0257,CAT_004,Normal,North America,19,36.54,2026-02-23 17:13:21,100,True,"Develop robust software applications using modern programming languages and frameworks. Follow best practices in code quality, testing, version control, and deployment. This is a fully remote Contract position."
Software Developer,On-site,"Sydney, New South Wales, Australia",Freelancer.com,Temporary,Sydney,New South Wales,Australia,On-Site,Not Specified,Other,Software Developer,Australia,Sydney,JOB_000886,LOC_0203,DEPT_0113,CAT_004,Normal,Asia Pacific,5,9.62,2026-02-23 17:13:21,100,True,"Develop robust software applications using modern programming languages and frameworks. Follow best practices in code quality, testing, version control, and deployment. This is an on-site Not Specified position."
Software Developer,Remote,"Orlando, Florida, United States",Business Operations,Full time,Orlando,Florida,United States,Remote,Full-Time,Operations,Software Developer,United States,Orlando,JOB_000887,LOC_0153,DEPT_0029,CAT_004,Normal-High,North America,2,3.85,2026-02-23 17:13:21,100,True,"Develop internal tools and automation solutions to support operational workflows. Build and maintain backend systems, integrate APIs, and improve process efficiency through software. This is a fully remote Full-Time position."
Software Developer,On-site,"Bogotá, Bogota, Colombia",Production,Full time,Bogotá,Bogota,Colombia,On-Site,Full-Time,Other,Software Developer,Colombia,Bogotá,JOB_000888,LOC_0031,DEPT_0198,CAT_004,Normal,Other,1,1.92,2026-02-23 17:13:21,100,True,"Develop robust software applications using modern programming languages and frameworks. Follow best practices in code quality, testing, version control, and deployment. This is an on-site Full-Time position."
Software Developer,On-site,"Bellville, Cape Town, South Africa",Technology,Full time,Bellville,Cape Town,South Africa,On-Site,Full-Time,Technology & Data,Software Developer,South Africa,Bellville,JOB_000889,LOC_0026,DEPT_0240,CAT_004,Normal,Other,2,3.85,2026-02-23 17:13:21,100,True,"Design, develop, and maintain scalable software applications. Proficient in Python, Java, or JavaScript with experience in React, Node.js, REST APIs, Git, Docker, and Agile/Scrum methodologies. Work across the full software development lifecycle. This is an on-site Full-Time position."
Software Developer,Remote,"Amman, Amman Governorate, Jordan",Unspecified Department,Full time,Amman,Amman Governorate,Jordan,Remote,Full-Time,Other,Software Developer,Jordan,Amman,JOB_000891,LOC_0005,DEPT_0257,CAT_004,Normal-High,Other,4,7.69,2026-02-23 17:13:21,100,True,"Develop robust software applications using modern programming languages and frameworks. Follow best practices in code quality, testing, version control, and deployment. This is a fully remote Full-Time position."
Software Developer,On-site,"Auckland, Auckland, New Zealand",Development,Other,Auckland,Auckland,New Zealand,On-Site,Not Specified,Other,Software Developer,New Zealand,Auckland,JOB_000892,LOC_0013,DEPT_0091,CAT_004,Normal,Other,2,3.85,2026-02-23 17:13:21,100,True,"Develop robust software applications using modern programming languages and frameworks. Follow best practices in code quality, testing, version control, and deployment. This is an on-site Not Specified position."
Software Developer,Remote,"Scottsdale, Arizona, United States",Product & Operations,Full time,Scottsdale,Arizona,United States,Remote,Full-Time,Operations,Software Developer,United States,Scottsdale,JOB_000893,LOC_0188,DEPT_0189,CAT_004,Normal-High,North America,3,5.77,2026-02-23 17:13:21,100,True,"Develop internal tools and automation solutions to support operational workflows. Build and maintain backend systems, integrate APIs, and improve process efficiency through software. This is a fully remote Full-Time position."
Software Developer,Remote,"Minato City, Tokyo, Japan",Mercari,Full time,Minato City,Tokyo,Japan,Remote,Full-Time,Other,Software Developer,Japan,Minato City,JOB_000894,LOC_0138,DEPT_0159,CAT_004,Normal-High,Asia Pacific,5,9.62,2026-02-23 17:13:21,100,True,"Develop robust software applications using modern programming languages and frameworks. Follow best practices in code quality, testing, version control, and deployment. This is a fully remote Full-Time position."
Software Developer,On-site,"Bengaluru, Karnataka, India",Unspecified Department,Not Specified,Bengaluru,Karnataka,India,On-Site,Not Specified,Other,Software Developer,India,Bengaluru,JOB_000900,LOC_0027,DEPT_0257,CAT_004,Normal,Asia Pacific,16,30.77,2026-02-23 17:13:21,100,True,"Develop robust software applications using modern programming languages and frameworks. Follow best practices in code quality, testing, version control, and deployment. This is an on-site Not Specified position."
UI/UX,Remote,India,Marketing,Full time,Unknown,Unknown,India,Remote,Full-Time,Marketing & Sales,Ui/Ux,India,Unknown,JOB_000905,LOC_0222,DEPT_0155,CAT_005,Normal-High,Asia Pacific,5,9.62,2026-02-23 17:13:21,100,True,"Design high-converting landing pages, marketing websites, and customer-facing digital experiences. Work with marketing teams on brand-aligned UI/UX design. This is a fully remote Full-Time position."
UI/UX,Hybrid,"Montreal, Quebec, Canada",Design,Full time,Montreal,Quebec,Canada,Hybrid,Full-Time,Other,Ui/Ux,Canada,Montreal,JOB_000906,LOC_0140,DEPT_0086,CAT_005,Normal-High,North America,3,5.77,2026-02-23 17:13:21,100,True,"Create user-centered designs for digital products. Conduct research, build wireframes and prototypes, and collaborate with developers to deliver polished UI/UX solutions. This is a hybrid Full-Time role with flexible work arrangements."
UI/UX,On-site,"Riyadh, Riyadh Province, Saudi Arabia",Commercial,Contract,Riyadh,Riyadh Province,Saudi Arabia,On-Site,Contract,Other,Ui/Ux,Saudi Arabia,Riyadh,JOB_000907,LOC_0177,DEPT_0045,CAT_005,Normal,Other,10,19.23,2026-02-23 17:13:21,100,True,"Create user-centered designs for digital products. Conduct research, build wireframes and prototypes, and collaborate with developers to deliver polished UI/UX solutions. This is an on-site Contract position."
UI/UX,On-site,"New York, New York, United States",Unspecified Department,Full time,New York,New York,United States,On-Site,Full-Time,Other,Ui/Ux,United States,New York,JOB_000908,LOC_0148,DEPT_0257,CAT_005,Normal,North America,19,36.54,2026-02-23 17:13:21,100,True,"Create user-centered designs for digital products. Conduct research, build wireframes and prototypes, and collaborate with developers to deliver polished UI/UX solutions. This is an on-site Full-Time position."
UI/UX,Remote,Indonesia,Recruiting Team,Full time,Unknown,Unknown,Indonesia,Remote,Full-Time,Technology & Data,Ui/Ux,Indonesia,Unknown,JOB_000909,LOC_0223,DEPT_0206,CAT_005,Premium,Other,1,1.92,2026-02-23 17:13:21,100,True,"Design intuitive user interfaces and seamless user experiences for web and mobile applications. Proficient in Figma, Adobe XD, and Sketch. Conduct user research, create wireframes, prototypes, and collaborate with developers on implementation. This is a fully remote Full-Time position."
UI/UX,Remote,"Minato City, Tokyo, Japan",Mercari,Full time,Minato City,Tokyo,Japan,Remote,Full-Time,Other,Ui/Ux,Japan,Minato City,JOB_000911,LOC_0138,DEPT_0159,CAT_005,Normal-High,Asia Pacific,5,9.62,2026-02-23 17:13:21,100,True,"Create user-centered designs for digital products. Conduct research, build wireframes and prototypes, and collaborate with developers to deliver polished UI/UX solutions. This is a fully remote Full-Time position."
UI/UX,Remote,"London, England, United Kingdom","Design, Design UK",Full time,London,England,United Kingdom,Remote,Full-Time,Other,Ui/Ux,United Kingdom,London,JOB_000912,LOC_0117,DEPT_0088,CAT_005,Normal-High,Europe,52,100.0,2026-02-23 17:13:21,100,True,"Create user-centered designs for digital products. Conduct research, build wireframes and prototypes, and collaborate with developers to deliver polished UI/UX solutions. This is a fully remote Full-Time position."
